NO_OF_FRAMES	3364
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-07-29, 12:15:23.646	6912.52665900
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
1268	12.67000	650.867	-1093.114	1323.584	712.220	-1121.921	1303.794	633.888	-1055.217	1279.519	634.772	-1130.911	1283.871	699.544	-1045.549	1297.583
1269	12.68000	654.689	-1092.853	1323.949	716.079	-1121.519	1304.293	637.838	-1055.067	1280.091	638.440	-1130.521	1284.453	703.463	-1045.297	1298.172
1270	12.69000	658.637	-1092.487	1324.382	719.995	-1121.276	1304.844	641.946	-1054.706	1280.304	642.413	-1130.212	1284.857	707.460	-1045.040	1299.011
1271	12.70000	662.454	-1092.217	1324.909	724.063	-1120.950	1305.503	645.912	-1054.333	1280.872	646.459	-1129.652	1285.169	711.562	-1044.572	1299.505
1272	12.71000	666.440	-1091.777	1325.286	727.917	-1120.603	1306.079	649.809	-1053.879	1281.446	650.597	-1129.379	1285.479	715.338	-1044.222	1299.803
1273	12.72000	670.446	-1091.234	1325.559	731.861	-1120.146	1306.627	654.153	-1053.370	1281.768	654.310	-1128.589	1285.818	719.604	-1043.725	1300.427
1274	12.73000	674.438	-1090.754	1326.102	735.842	-1119.790	1307.080	658.033	-1052.985	1282.143	658.331	-1128.187	1286.171	723.606	-1043.237	1301.027
1275	12.74000	678.456	-1090.254	1326.471	739.972	-1119.072	1307.524	662.312	-1052.411	1282.526	662.307	-1127.551	1286.628	727.751	-1042.705	1301.623
1276	12.75000	682.503	-1089.771	1326.896	744.171	-1118.517	1308.052	666.453	-1051.768	1282.985	666.828	-1127.066	1286.869	731.811	-1042.234	1302.112
1277	12.76000	686.559	-1089.202	1327.321	748.291	-1118.026	1308.461	670.628	-1051.362	1283.578	670.817	-1126.618	1287.302	735.909	-1041.545	1302.499
