NO_OF_FRAMES	1617
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-11, 15:26:18.257	1141584.09130630
DATA_INCLUDED	3D
MARKER_NAMES	Drone - 1	Drone - 2	Drone - 3	Drone - 4	Drone - 5
TRAJECTORY_TYPES	Mixed	Mixed	Measured	Mixed	Measured
Frame	Time	Drone - 1 X	Drone - 1 Y	Drone - 1 Z	Drone - 2 X	Drone - 2 Y	Drone - 2 Z	Drone - 3 X	Drone - 3 Y	Drone - 3 Z	Drone - 4 X	Drone - 4 Y	Drone - 4 Z	Drone - 5 X	Drone - 5 Y	Drone - 5 Z	
843	8.42000	96.310	347.919	1213.422	40.399	396.992	1207.680	142.860	411.816	1216.513	76.485	453.329	1212.395	82.541	391.384	1249.576
844	8.43000	100.257	354.764	1213.790	44.183	403.794	1207.970	146.732	418.978	1216.489	80.169	460.259	1212.606	86.354	398.066	1249.792
845	8.44000	104.286	361.656	1214.145	48.031	410.442	1208.198	150.654	426.015	1216.767	83.856	467.093	1212.996	90.236	404.924	1250.073
846	8.45000	108.373	368.681	1214.232	52.071	417.319	1208.302	154.607	433.024	1217.092	87.711	474.009	1213.370	94.240	411.738	1250.142
847	8.46000	112.575	375.775	1214.227	56.096	424.152	1208.364	158.485	439.989	1217.492	91.611	481.013	1213.589	98.198	418.640	1250.265
848	8.47000	116.811	382.725	1214.343	60.234	431.306	1208.724	162.694	447.371	1217.289	95.566	488.055	1213.799	102.441	425.753	1250.447
849	8.48000	121.187	390.040	1214.200	64.362	438.138	1208.839	166.697	454.479	1217.531	99.609	495.079	1213.992	106.655	432.644	1250.580
850	8.49000	125.564	397.203	1214.122	68.660	445.301	1208.760	170.950	461.907	1217.337	103.682	502.361	1213.940	110.862	439.799	1250.507
851	8.50000	130.057	404.568	1214.116	72.924	452.853	1208.979	175.101	469.116	1217.681	107.770	509.549	1214.082	115.220	447.045	1250.399
852	8.51000	134.715	412.049	1213.658	77.291	460.171	1208.870	179.400	476.826	1217.640	111.915	516.850	1214.118	119.631	454.439	1250.397
853	8.52000	139.279	419.606	1213.629	81.661	467.295	1208.652	183.687	484.469	1217.370	116.063	524.209	1213.771	124.066	461.741	1250.056
854	8.53000	144.048	427.202	1213.163	86.146	474.561	1208.320	188.179	492.342	1217.271	120.339	531.679	1213.671	128.569	469.218	1249.818
855	8.54000	148.925	434.880	1212.842	90.709	482.000	1208.173	192.571	500.268	1217.006	124.590	539.178	1213.514	133.060	476.777	1249.482
856	8.55000	153.437	442.268	1212.479	95.312	489.325	1207.661	197.095	508.036	1216.669	128.641	546.505	1213.089	137.669	484.279	1249.197
857	8.56000	158.269	450.070	1211.898	100.044	496.884	1207.263	201.703	516.070	1216.342	132.963	554.120	1212.734	142.329	491.954	1248.659
858	8.57000	163.315	458.024	1211.493	104.856	504.599	1206.719	206.355	524.075	1215.917	137.553	561.904	1212.253	147.095	499.841	1248.267
859	8.58000	168.313	465.906	1210.726	109.748	512.205	1206.239	211.146	532.258	1215.512	142.192	569.786	1211.779	151.947	507.608	1247.624
860	8.59000	173.536	473.903	1210.328	114.721	519.837	1205.621	215.985	540.585	1214.935	146.808	577.630	1211.361	156.897	515.409	1247.205
861	8.60000	178.833	482.020	1209.405	119.629	528.063	1204.887	220.952	548.630	1214.217	151.601	585.641	1210.871	161.951	523.375	1246.497
862	8.61000	184.124	490.031	1209.071	124.800	535.870	1204.192	225.947	556.840	1213.660	156.417	593.522	1210.177	167.039	531.339	1245.888
863	8.62000	189.632	498.175	1208.237	129.928	543.744	1203.608	231.077	565.051	1213.078	161.285	601.420	1209.685	172.208	539.328	1245.361
864	8.63000	194.925	506.110	1207.764	135.219	551.671	1202.931	236.185	573.390	1212.469	166.338	609.470	1209.033	177.479	547.238	1244.673
865	8.64000	200.508	514.228	1207.111	140.702	559.525	1202.322	241.463	581.749	1211.957	171.398	617.435	1208.596	182.861	555.268	1243.984
