NO_OF_FRAMES	6000
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 14:06:56.892	1223230.27508510
DATA_INCLUDED	3D
MARKER_NAMES	DroneElCapitan - 1	DroneElCapitan - 2	DroneElCapitan - 3	DroneElCapitan - 4	DroneElCapitan - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	DroneElCapitan - 1 X	DroneElCapitan - 1 Y	DroneElCapitan - 1 Z	DroneElCapitan - 2 X	DroneElCapitan - 2 Y	DroneElCapitan - 2 Z	DroneElCapitan - 3 X	DroneElCapitan - 3 Y	DroneElCapitan - 3 Z	DroneElCapitan - 4 X	DroneElCapitan - 4 Y	DroneElCapitan - 4 Z	DroneElCapitan - 5 X	DroneElCapitan - 5 Y	DroneElCapitan - 5 Z	
1273	12.72000	110.591	-48.403	134.205	-670.962	764.796	96.899	103.130	731.615	130.682	66.246	-2.388	134.636	-679.344	-23.968	110.451
1274	12.73000	107.669	-46.998	137.731	-674.135	765.927	99.851	100.063	733.242	133.635	63.306	-1.112	138.156	-682.511	-22.132	113.798
1275	12.74000	104.688	-45.484	141.212	-677.280	767.097	102.702	97.059	734.814	136.656	60.252	0.430	141.737	-685.394	-20.749	117.380
1276	12.75000	101.549	-44.194	145.059	-680.473	767.903	105.219	94.023	736.317	139.682	57.098	1.957	145.421	-688.172	-19.351	121.220
1277	12.76000	98.521	-42.516	149.116	-683.491	769.807	108.505	91.031	737.848	143.192	54.271	3.540	149.437	-690.929	-18.248	125.277
1278	12.77000	95.601	-41.007	153.241	-686.413	771.582	111.626	87.872	739.410	146.705	51.360	5.245	153.447	-693.683	-16.874	129.198
1279	12.78000	92.668	-39.201	157.458	-689.707	772.830	114.811	84.814	740.842	150.478	48.314	6.827	157.493	-696.642	-15.724	133.008
1280	12.79000	89.647	-37.532	161.525	-692.736	774.282	118.021	81.594	742.283	153.955	45.294	8.365	161.417	-699.534	-14.483	136.905
1281	12.80000	86.793	-35.887	165.373	-696.118	775.496	121.575	78.383	743.854	157.298	42.238	10.068	165.335	-702.509	-13.279	140.635
1282	12.81000	83.763	-34.161	169.289	-699.170	777.086	125.378	75.402	745.692	160.910	39.189	11.879	169.192	-705.785	-11.343	144.811
1283	12.82000	80.773	-32.583	173.095	-702.329	778.774	129.466	71.766	747.422	164.332	36.262	13.416	173.216	-709.112	-9.599	148.576
1284	12.83000	77.529	-31.048	177.038	-705.891	779.996	133.555	68.486	749.190	168.131	33.003	14.813	177.313	-712.445	-7.915	152.674
1285	12.84000	74.263	-29.375	181.213	-709.193	781.212	137.400	65.211	750.807	172.442	29.836	16.451	181.292	-715.689	-6.350	156.738
1286	12.85000	71.064	-27.654	185.448	-712.856	782.743	141.960	61.808	752.462	176.796	26.606	18.293	185.476	-718.954	-4.752	160.836
1287	12.86000	67.577	-26.170	189.546	-716.067	784.487	146.053	58.516	753.993	181.555	23.275	19.763	189.609	-722.027	-3.409	164.896
1288	12.87000	64.401	-24.443	193.781	-719.326	786.073	150.631	55.270	755.840	186.145	19.916	21.462	193.717	-725.122	-2.013	169.235
1289	12.88000	61.110	-22.771	197.814	-722.880	787.676	155.397	51.792	757.380	190.658	16.676	23.189	197.970	-728.229	-0.466	173.618
1290	12.89000	57.861	-20.946	201.940	-726.184	789.343	160.078	48.602	759.413	195.401	13.421	24.896	202.208	-731.497	1.081	178.048
1291	12.90000	54.647	-19.179	206.248	-729.739	790.837	164.730	45.025	760.754	199.757	10.083	26.694	206.727	-734.820	2.437	182.798
1292	12.91000	51.219	-17.133	210.698	-732.989	792.807	169.539	41.576	762.629	204.735	6.866	28.571	211.295	-738.045	4.133	186.671
1293	12.92000	48.146	-15.449	215.941	-736.234	794.759	174.240	37.975	764.364	209.618	3.565	30.466	216.259	-741.698	6.104	190.964
1294	12.93000	44.647	-13.605	221.054	-739.949	796.194	178.889	34.338	766.104	214.761	0.052	32.135	221.320	-745.349	7.822	195.352
1295	12.94000	41.181	-11.818	226.312	-743.571	797.747	183.508	30.888	768.014	219.936	-3.463	33.848	226.387	-748.919	9.420	199.992
1296	12.95000	37.555	-10.010	231.649	-747.384	799.000	187.993	27.041	770.030	225.255	-6.997	35.589	231.562	-752.530	11.416	205.021
1297	12.96000	33.964	-8.517	236.986	-751.101	801.078	193.346	23.502	771.753	230.137	-10.527	37.487	236.713	-756.181	13.161	210.811
1298	12.97000	30.200	-6.749	241.621	-754.728	802.787	198.412	19.773	773.598	235.063	-14.364	39.059	241.588	-759.545	14.686	215.970
1299	12.98000	26.488	-4.991	246.500	-758.475	804.398	203.796	16.096	775.281	240.211	-18.027	40.824	246.621	-762.984	16.373	221.274
1300	12.99000	22.800	-3.359	251.323	-762.022	806.255	208.960	12.699	777.003	245.392	-21.663	42.555	251.528	-766.503	17.996	226.375
1301	13.00000	19.163	-1.487	256.351	-766.153	808.589	215.115	8.743	778.671	250.268	-25.352	44.371	256.576	-770.182	19.610	231.078
1302	13.01000	15.545	0.104	261.802	-769.743	809.625	219.698	5.250	780.433	255.568	-28.917	46.167	261.709	-773.869	21.224	235.971
1303	13.02000	11.716	2.387	266.477	-773.072	812.052	224.936	1.319	782.497	260.941	-32.818	48.130	266.617	-777.712	23.162	240.895
1304	13.03000	8.149	4.324	271.568	-776.977	813.781	230.699	-2.326	783.968	265.529	-36.435	50.041	271.670	-781.572	25.106	246.733
1305	13.04000	4.334	6.151	276.493	-780.739	815.530	236.396	-6.164	786.071	270.648	-40.271	51.827	276.547	-785.549	26.982	252.557
1306	13.05000	0.505	7.967	280.982	-784.897	817.196	242.399	-10.400	787.803	275.600	-44.099	53.665	281.373	-789.531	28.974	258.416
1307	13.06000	-3.283	9.773	285.890	-788.931	819.043	248.498	-14.272	789.793	281.087	-48.026	55.666	286.182	-793.511	30.988	264.389
1308	13.07000	-7.340	11.541	290.632	-792.634	821.028	254.639	-17.973	791.672	286.451	-52.005	57.332	291.122	-797.440	32.789	269.680
1309	13.08000	-11.352	13.379	295.498	-796.831	822.829	260.588	-22.117	793.304	291.828	-56.039	58.999	296.110	-801.378	34.709	275.311
1310	13.09000	-15.370	15.125	300.479	-800.736	824.307	266.118	-26.074	795.191	297.168	-59.974	60.958	301.225	-805.286	36.438	280.946
1311	13.10000	-19.632	17.060	305.612	-804.846	826.537	272.612	-29.870	797.254	302.207	-63.983	62.763	306.384	-809.160	38.250	286.759
1312	13.11000	-23.638	18.734	311.029	-808.924	828.425	278.648	-33.889	799.029	307.282	-68.139	64.653	311.784	-813.089	40.056	292.906
1313	13.12000	-27.545	20.708	316.161	-812.656	830.618	284.776	-37.619	800.821	312.309	-72.105	66.587	316.973	-816.908	41.620	299.155
1314	13.13000	-31.630	22.608	321.571	-816.783	832.410	290.935	-41.541	802.858	317.654	-76.106	68.513	322.461	-821.278	43.992	305.542
1315	13.14000	-35.615	24.776	327.151	-820.735	834.319	296.624	-45.669	804.835	323.116	-80.187	70.588	328.057	-825.469	46.144	311.872
1316	13.15000	-39.540	26.859	332.588	-824.791	836.682	303.289	-50.053	806.960	328.840	-84.091	72.613	333.718	-829.742	48.167	318.002
1317	13.16000	-43.678	28.835	338.371	-829.013	838.541	309.204	-54.003	808.734	334.546	-88.321	74.607	339.320	-833.984	50.261	323.946
1318	13.17000	-47.883	30.823	344.264	-833.040	840.719	315.125	-58.189	810.646	340.279	-92.499	76.581	345.118	-838.250	52.321	330.066
1319	13.18000	-52.073	32.713	350.255	-837.311	842.642	320.912	-62.270	812.602	345.952	-96.714	78.557	351.112	-842.349	54.231	336.289
1320	13.19000	-56.493	34.614	356.024	-841.403	844.298	326.227	-66.655	814.617	351.509	-100.991	80.436	357.004	-846.500	56.301	342.459
1321	13.20000	-60.822	36.389	361.997	-845.762	846.504	332.690	-70.658	816.920	357.153	-105.293	82.337	362.880	-850.598	58.352	348.654
1322	13.21000	-65.076	38.506	367.915	-850.142	848.506	339.080	-74.714	818.773	362.910	-109.514	84.431	368.900	-854.834	60.285	355.181
1323	13.22000	-69.382	40.559	373.862	-854.156	850.790	345.113	-78.992	820.869	368.810	-113.761	86.402	374.750	-858.901	62.325	360.799
1324	13.23000	-73.538	42.621	379.814	-858.497	852.663	351.280	-83.209	822.717	374.765	-118.043	88.407	380.693	-863.197	64.259	366.615
1325	13.24000	-77.810	44.972	385.571	-862.225	855.562	357.570	-87.413	824.761	380.921	-122.126	90.627	386.716	-867.381	66.028	372.613
1326	13.25000	-81.882	46.961	391.852	-866.687	857.333	363.116	-91.665	826.887	386.602	-126.414	92.816	392.767	-871.801	68.373	379.019
1327	13.26000	-86.072	49.187	398.002	-871.096	859.176	369.173	-96.019	829.001	392.175	-130.609	94.949	398.763	-876.247	70.837	385.713
1328	13.27000	-90.321	51.365	403.846	-875.361	861.237	375.034	-100.333	831.142	397.501	-134.902	97.052	404.615	-880.586	72.966	392.496
1329	13.28000	-94.675	53.456	409.697	-879.891	863.585	381.373	-104.726	833.278	402.771	-139.229	99.211	410.517	-885.024	75.349	399.285
1330	13.29000	-99.293	55.465	415.375	-883.902	865.242	386.947	-108.967	835.471	408.232	-143.653	101.280	416.553	-889.369	77.470	405.873
1331	13.30000	-103.564	57.450	421.257	-888.383	867.897	393.314	-113.396	837.661	413.618	-148.081	103.384	422.291	-893.724	79.533	412.266
1332	13.31000	-108.172	59.496	427.167	-892.965	869.762	399.719	-117.939	839.814	419.209	-152.556	105.465	428.323	-898.043	81.648	418.671
1333	13.32000	-112.661	61.699	433.473	-897.314	872.113	406.083	-122.064	841.829	424.799	-157.039	107.635	434.578	-902.447	83.746	425.313
1334	13.33000	-117.048	63.917	439.782	-902.010	874.586	412.706	-126.371	844.093	430.372	-161.480	109.810	440.787	-906.732	86.114	432.122
1335	13.34000	-121.431	66.138	446.186	-906.185	876.532	418.536	-130.620	846.300	436.134	-165.943	112.127	446.926	-911.150	88.267	439.128
1336	13.35000	-125.747	68.599	452.482	-910.229	879.183	424.692	-135.050	848.570	441.634	-170.330	114.435	453.215	-915.624	90.725	446.205
1337	13.36000	-130.152	70.899	458.634	-914.797	881.297	431.078	-139.475	850.769	447.342	-174.679	116.681	459.500	-920.139	93.182	453.203
1338	13.37000	-134.527	73.148	464.578	-919.251	883.867	437.547	-144.080	852.766	452.987	-179.043	119.001	465.570	-924.749	95.581	460.052
1339	13.38000	-138.993	75.456	470.622	-923.414	886.189	443.716	-148.273	855.171	458.575	-183.496	121.306	471.620	-929.381	97.946	467.059
1340	13.39000	-143.343	77.704	477.022	-928.022	888.210	450.332	-152.791	857.575	464.376	-187.954	123.602	477.885	-933.870	100.288	473.968
1341	13.40000	-148.038	80.037	482.875	-932.371	890.796	457.133	-157.268	859.877	469.976	-192.566	125.867	484.064	-938.356	102.780	481.225
1342	13.41000	-152.708	82.247	488.986	-936.633	892.729	463.706	-161.620	862.243	475.370	-197.140	128.184	490.097	-942.836	105.207	488.760
1343	13.42000	-157.437	84.444	495.056	-941.556	895.459	471.268	-166.041	864.578	480.536	-201.747	130.388	496.175	-947.337	107.461	497.051
1344	13.43000	-161.918	86.807	501.019	-945.871	898.085	478.615	-170.695	866.716	485.466	-206.300	132.840	502.126	-951.651	110.080	504.717
1345	13.44000	-166.469	89.303	506.689	-950.517	900.634	486.283	-174.726	869.430	491.243	-210.818	135.252	507.948	-956.010	112.621	512.631
1346	13.45000	-170.937	91.689	512.354	-954.744	902.980	493.797	-179.166	871.613	496.763	-215.255	137.663	513.744	-960.494	115.145	520.374
1347	13.46000	-175.282	94.212	517.886	-959.012	905.999	501.564	-183.578	874.232	502.397	-219.690	140.148	519.473	-965.138	117.827	528.005
1348	13.47000	-179.583	96.752	523.483	-963.518	908.455	509.299	-188.043	876.813	507.956	-224.013	142.789	525.229	-969.795	120.548	536.301
1349	13.48000	-184.010	99.478	529.225	-967.649	911.499	517.041	-192.407	879.198	513.341	-228.352	145.355	531.078	-974.039	123.252	544.114
1350	13.49000	-188.479	101.851	534.952	-972.041	913.845	524.610	-196.725	881.916	518.849	-232.807	147.942	536.763	-978.443	125.869	552.213
1351	13.50000	-192.809	104.630	540.700	-976.524	916.322	532.549	-201.014	884.543	524.439	-237.245	150.539	542.705	-982.671	128.370	560.401
1352	13.51000	-197.285	107.274	546.398	-980.583	919.473	540.701	-205.264	887.054	530.065	-241.632	153.120	548.479	-987.068	131.451	568.567
1353	13.52000	-201.800	109.715	552.017	-984.908	922.283	549.026	-209.845	889.715	536.007	-245.991	155.706	554.285	-991.371	134.234	576.284
1354	13.53000	-206.188	112.254	557.736	-989.100	924.725	557.043	-213.783	892.293	542.366	-250.367	158.252	560.218	-995.615	136.823	583.962
1355	13.54000	-210.555	114.730	563.529	-993.032	927.701	565.262	-217.909	894.951	548.702	-254.739	160.768	566.183	-999.790	139.530	591.635
1356	13.55000	-214.771	117.362	569.601	-997.300	930.325	573.505	-222.120	897.679	554.988	-259.003	163.506	572.355	-1003.927	142.244	599.442
1357	13.56000	-218.930	120.257	575.738	-1001.429	933.452	581.639	-226.421	900.351	561.373	-263.163	166.217	578.591	-1008.084	145.142	607.413
1358	13.57000	-223.092	122.976	581.894	-1005.268	936.244	589.644	-230.176	902.999	567.523	-267.269	169.078	584.906	-1012.169	148.136	615.706
1359	13.58000	-227.156	125.991	588.443	-1009.408	938.880	597.883	-234.149	905.799	574.240	-271.367	171.805	591.383	-1016.116	151.242	623.970
1360	13.59000	-231.076	128.807	594.565	-1013.142	942.000	606.068	-238.115	908.639	580.828	-275.287	174.750	597.876	-1020.147	154.103	631.854
1361	13.60000	-235.071	131.589	600.946	-1017.195	944.645	614.105	-242.098	911.531	587.768	-279.289	177.542	604.343	-1024.142	156.640	639.503
1362	13.61000	-239.006	134.426	607.646	-1020.865	947.889	622.760	-245.929	914.285	594.836	-283.200	180.412	611.178	-1028.211	159.859	647.150
1363	13.62000	-242.979	137.341	614.489	-1024.408	951.199	631.184	-249.787	917.077	601.947	-287.115	183.307	617.992	-1032.202	163.023	655.353
1364	13.63000	-246.828	139.984	621.418	-1028.228	953.923	639.731	-253.566	919.987	609.328	-290.979	186.016	625.010	-1035.757	165.792	663.507
1365	13.64000	-250.727	142.908	628.551	-1031.604	957.192	648.363	-257.174	923.131	616.492	-294.818	188.992	632.375	-1039.444	168.950	672.156
1366	13.65000	-254.553	145.922	635.865	-1035.396	960.199	656.781	-260.880	926.014	623.674	-298.609	191.738	639.971	-1042.898	171.729	680.647
1367	13.66000	-258.248	148.867	643.298	-1038.990	963.028	665.369	-264.322	929.063	631.241	-302.244	194.868	646.952	-1046.494	175.119	689.168
1368	13.67000	-261.808	151.757	650.459	-1042.406	966.140	674.028	-267.777	931.874	638.898	-305.787	197.820	654.228	-1050.011	178.090	697.532
1369	13.68000	-265.331	154.723	657.752	-1045.881	967.792	681.744	-271.208	934.950	646.703	-309.347	200.861	661.808	-1053.593	181.211	705.857
1370	13.69000	-268.630	157.969	665.339	-1049.189	972.195	691.648	-274.550	937.859	655.050	-312.740	204.103	669.574	-1057.028	184.356	714.078
1371	13.70000	-271.949	161.026	673.023	-1052.323	975.636	700.319	-277.858	941.018	662.970	-316.059	207.176	677.339	-1060.441	187.676	722.143
1372	13.71000	-275.093	164.155	681.032	-1055.557	978.720	709.306	-281.003	944.082	671.240	-319.212	210.328	685.315	-1063.780	190.857	730.882
1373	13.72000	-278.398	167.362	689.282	-1058.422	982.012	717.985	-284.121	947.214	679.443	-322.504	213.376	693.470	-1066.994	194.029	739.735
1374	13.73000	-281.559	170.524	697.654	-1061.436	985.505	726.852	-287.297	950.363	687.750	-325.674	216.640	701.844	-1070.037	197.423	748.664
1375	13.74000	-284.643	173.610	706.131	-1064.522	988.537	735.885	-290.430	953.600	696.470	-328.836	219.754	710.144	-1072.940	200.329	757.310
1376	13.75000	-287.764	176.618	714.493	-1067.339	991.460	744.507	-293.203	956.801	705.306	-331.791	222.725	718.771	-1075.969	203.769	765.725
1377	13.76000	-290.752	179.848	723.090	-1070.200	994.998	753.738	-295.937	959.823	714.374	-334.750	225.907	727.370	-1078.938	206.985	774.418
1378	13.77000	-293.661	182.993	731.791	-1073.033	998.211	762.810	-298.611	963.060	723.527	-337.595	229.142	736.144	-1081.661	210.137	782.861
1379	13.78000	-296.452	186.118	740.517	-1075.639	1001.518	771.597	-301.474	966.314	732.694	-340.356	232.352	744.936	-1084.462	213.367	791.318
1380	13.79000	-299.047	189.408	749.585	-1078.403	1004.675	780.296	-304.005	969.434	741.791	-342.991	235.567	753.919	-1087.224	216.702	799.943
1381	13.80000	-301.659	192.704	758.770	-1080.969	1008.157	789.638	-306.387	972.725	751.056	-345.671	238.869	763.089	-1089.755	220.132	809.244
1382	13.81000	-304.123	196.237	768.133	-1083.165	1011.878	798.547	-308.788	976.044	760.341	-348.129	242.287	772.358	-1092.354	223.594	818.284
1383	13.82000	-306.515	199.400	777.497	-1085.794	1015.090	807.701	-311.208	979.263	769.904	-350.492	245.513	781.728	-1094.976	227.115	827.139
1384	13.83000	-308.898	202.673	786.858	-1088.015	1018.357	816.735	-313.521	982.482	779.754	-352.892	248.817	791.153	-1097.417	230.132	835.652
1385	13.84000	-311.194	206.149	796.436	-1090.127	1021.827	826.209	-315.881	985.865	789.699	-355.190	252.146	800.515	-1099.837	233.623	844.376
1386	13.85000	-313.566	209.197	805.773	-1092.507	1024.940	835.220	-318.020	989.137	799.670	-357.505	255.307	810.139	-1102.113	236.974	853.100
1387	13.86000	-315.823	212.472	815.453	-1094.554	1028.364	844.303	-320.177	992.638	809.690	-359.781	258.642	819.769	-1104.300	240.243	861.945
1388	13.87000	-317.980	215.818	825.465	-1096.828	1031.731	853.224	-322.267	996.045	819.593	-361.938	261.983	829.599	-1106.374	243.788	871.083
1389	13.88000	-320.262	218.978	835.881	-1098.945	1035.642	863.072	-324.108	999.412	829.652	-364.111	265.112	839.912	-1108.376	247.054	880.114
1390	13.89000	-322.084	222.646	845.682	-1100.517	1038.980	871.334	-325.973	1002.806	839.778	-366.024	268.736	849.654	-1110.545	250.672	888.949
1391	13.90000	-324.001	225.874	855.882	-1102.632	1042.165	880.437	-327.823	1006.034	850.309	-367.902	271.995	859.777	-1112.577	254.089	897.669
1392	13.91000	-325.812	229.376	865.963	-1104.433	1045.606	889.366	-329.593	1009.371	861.099	-369.763	275.500	869.965	-1114.552	257.519	906.018
1393	13.92000	-327.437	232.891	876.498	-1106.347	1048.931	898.283	-331.337	1012.788	871.944	-371.427	279.070	880.395	-1116.491	260.943	914.440
1394	13.93000	-329.019	236.183	887.453	-1108.075	1052.410	907.261	-333.097	1016.142	882.969	-373.254	282.468	890.648	-1118.470	264.523	922.920
1395	13.94000	-330.843	239.824	897.825	-1109.527	1056.213	915.829	-334.690	1019.532	893.701	-374.842	285.982	901.446	-1120.278	267.964	931.485
1396	13.95000	-332.549	243.264	908.733	-1111.296	1059.678	924.635	-336.321	1023.005	904.743	-376.610	289.377	912.266	-1122.002	271.525	940.069
1397	13.96000	-334.208	246.839	919.730	-1112.930	1063.119	933.200	-337.882	1026.573	915.777	-378.149	292.773	923.052	-1123.536	275.013	948.733
1398	13.97000	-335.799	250.133	930.754	-1114.512	1066.200	941.249	-339.391	1030.086	926.661	-379.809	296.270	933.763	-1125.179	278.294	957.072
1399	13.98000	-337.570	253.455	941.596	-1116.296	1069.795	950.123	-340.954	1033.508	938.108	-381.517	299.568	944.601	-1126.899	281.837	965.148
1400	13.99000	-339.031	256.785	952.600	-1117.629	1073.603	958.665	-342.447	1036.965	949.476	-382.981	302.853	955.802	-1128.447	285.318	972.990
1401	14.00000	-340.557	260.290	963.587	-1119.224	1076.982	967.285	-343.872	1040.431	960.631	-384.576	306.521	966.387	-1130.083	288.766	981.223
1402	14.01000	-342.029	263.824	974.577	-1120.604	1080.572	975.876	-345.300	1043.853	971.928	-386.019	310.042	977.140	-1131.575	292.129	989.388
1403	14.02000	-343.412	267.465	985.533	-1121.959	1084.460	984.432	-346.781	1047.508	982.846	-387.490	313.504	987.944	-1133.147	295.859	998.129
1404	14.03000	-344.847	270.892	996.472	-1123.426	1087.621	992.641	-348.127	1050.899	993.780	-388.879	317.094	998.753	-1134.652	299.516	1006.851
1405	14.04000	-346.244	274.451	1007.381	-1124.748	1091.350	1001.244	-349.458	1054.417	1004.611	-390.316	320.721	1009.483	-1136.099	303.013	1015.575
1406	14.05000	-347.749	278.120	1018.059	-1126.262	1094.734	1009.880	-350.889	1057.900	1015.436	-391.719	324.238	1020.201	-1137.599	306.489	1023.753
1407	14.06000	-349.036	281.585	1028.902	-1127.594	1098.302	1018.504	-352.307	1061.348	1026.351	-393.084	327.530	1031.107	-1139.034	309.861	1031.856
1408	14.07000	-350.466	285.042	1039.360	-1128.596	1102.215	1026.967	-353.632	1064.853	1037.122	-394.608	331.171	1041.206	-1140.575	313.754	1040.173
1409	14.08000	-351.942	288.365	1049.798	-1130.149	1105.565	1035.983	-354.989	1068.310	1047.818	-396.100	334.695	1051.525	-1142.015	317.311	1048.593
1410	14.09000	-353.555	291.846	1060.227	-1131.481	1109.115	1044.571	-356.451	1071.888	1058.300	-397.565	338.155	1061.791	-1143.397	320.789	1057.155
1411	14.10000	-355.077	295.288	1070.552	-1133.019	1112.596	1053.181	-357.778	1075.463	1068.517	-399.113	341.523	1072.160	-1144.856	324.536	1065.841
1412	14.11000	-356.597	298.804	1081.032	-1134.130	1115.820	1061.318	-359.054	1078.989	1078.879	-400.623	345.048	1082.490	-1146.176	328.096	1074.696
1413	14.12000	-357.976	302.472	1091.449	-1135.354	1120.220	1070.402	-360.536	1082.556	1089.093	-402.066	348.678	1092.521	-1147.519	331.793	1083.369
1414	14.13000	-359.441	305.944	1101.693	-1136.804	1123.653	1079.213	-361.851	1086.059	1099.421	-403.521	352.252	1102.681	-1149.039	335.389	1092.098
1415	14.14000	-360.722	309.656	1111.589	-1138.226	1127.253	1087.939	-363.318	1089.561	1109.730	-404.859	355.666	1112.995	-1150.557	338.992	1100.268
1416	14.15000	-362.142	313.212	1121.461	-1139.559	1130.768	1096.614	-364.735	1093.024	1119.857	-406.269	359.494	1122.518	-1152.159	342.502	1108.547
