NO_OF_FRAMES	6000
NO_OF_CAMERAS	8
NO_OF_MARKERS	5
FREQUENCY	100
NO_OF_ANALOG	0
ANALOG_FREQUENCY	0
DESCRIPTION	--
TIME_STAMP	2022-08-12, 14:06:56.892	1223230.27508510
DATA_INCLUDED	3D
MARKER_NAMES	DroneElCapitan - 1	DroneElCapitan - 2	DroneElCapitan - 3	DroneElCapitan - 4	DroneElCapitan - 5
TRAJECTORY_TYPES	Mixed	Mixed	Mixed	Mixed	Mixed
Frame	Time	DroneElCapitan - 1 X	DroneElCapitan - 1 Y	DroneElCapitan - 1 Z	DroneElCapitan - 2 X	DroneElCapitan - 2 Y	DroneElCapitan - 2 Z	DroneElCapitan - 3 X	DroneElCapitan - 3 Y	DroneElCapitan - 3 Z	DroneElCapitan - 4 X	DroneElCapitan - 4 Y	DroneElCapitan - 4 Z	DroneElCapitan - 5 X	DroneElCapitan - 5 Y	DroneElCapitan - 5 Z	
4877	48.76000	-528.894	-2677.714	2028.511	353.925	-3373.334	2100.853	-419.400	-3444.586	2112.846	-478.779	-2717.098	2035.041	257.161	-2596.516	2027.083
4878	48.77000	-532.298	-2673.459	2028.335	350.225	-3369.606	2099.830	-422.802	-3440.359	2112.472	-482.081	-2713.233	2034.839	254.009	-2592.009	2026.971
4879	48.78000	-535.425	-2669.251	2027.688	346.880	-3365.213	2098.925	-426.194	-3436.203	2112.180	-485.549	-2708.753	2034.709	250.579	-2587.874	2026.293
4880	48.79000	-539.102	-2664.404	2028.060	343.359	-3360.987	2098.025	-429.440	-3432.068	2111.949	-489.082	-2704.061	2035.234	247.245	-2583.662	2025.690
4881	48.80000	-542.361	-2659.890	2027.814	339.952	-3356.453	2097.140	-432.883	-3427.467	2111.673	-492.308	-2699.342	2034.261	243.872	-2579.516	2024.147
4882	48.81000	-545.647	-2655.216	2027.736	336.667	-3351.999	2096.448	-436.235	-3422.936	2111.678	-495.594	-2694.585	2033.938	240.466	-2575.004	2023.336
4883	48.82000	-548.932	-2650.566	2027.545	333.147	-3347.714	2095.602	-439.596	-3418.249	2111.545	-498.907	-2689.909	2033.761	237.181	-2570.316	2022.387
4884	48.83000	-552.273	-2645.643	2027.349	329.942	-3342.777	2094.753	-443.199	-3413.025	2111.179	-502.240	-2685.270	2033.602	233.899	-2565.553	2021.727
4885	48.84000	-555.271	-2640.912	2026.826	326.487	-3338.037	2093.883	-446.383	-3408.420	2110.965	-505.536	-2680.239	2033.390	230.704	-2560.890	2020.967
4886	48.85000	-558.728	-2635.778	2027.074	323.006	-3333.311	2093.096	-449.808	-3403.396	2110.435	-508.934	-2674.879	2033.776	227.660	-2555.815	2021.275
4887	48.86000	-561.917	-2630.720	2026.953	319.835	-3328.224	2092.396	-453.063	-3398.548	2110.229	-511.887	-2670.166	2033.190	224.226	-2551.089	2020.038
4888	48.87000	-565.171	-2625.521	2026.713	316.432	-3323.190	2091.662	-456.843	-3392.665	2109.779	-515.203	-2664.909	2032.672	220.922	-2545.988	2019.447
4889	48.88000	-568.477	-2620.337	2026.485	313.371	-3317.866	2090.974	-460.151	-3387.371	2109.814	-518.360	-2660.051	2032.520	217.923	-2541.060	2018.269
4890	48.89000	-571.699	-2614.891	2026.299	310.112	-3312.811	2090.295	-463.333	-3382.226	2109.883	-521.636	-2654.593	2032.237	214.589	-2535.667	2017.845
4891	48.90000	-574.653	-2609.618	2025.292	306.667	-3308.068	2089.675	-466.492	-3376.983	2109.616	-524.816	-2649.145	2031.811	211.563	-2530.501	2017.047
4892	48.91000	-577.996	-2603.863	2025.682	303.579	-3302.523	2089.151	-469.555	-3371.713	2109.301	-528.114	-2643.111	2032.304	208.351	-2525.025	2016.366
4893	48.92000	-581.099	-2598.316	2025.304	300.377	-3297.187	2088.686	-472.784	-3364.998	2106.009	-531.067	-2637.863	2031.395	205.273	-2519.159	2016.488
4894	48.93000	-584.130	-2592.800	2024.982	297.202	-3291.293	2088.087	-475.839	-3359.421	2106.116	-534.103	-2632.397	2030.889	202.026	-2513.904	2015.402
4895	48.94000	-587.294	-2586.807	2024.619	294.158	-3285.363	2087.513	-478.948	-3353.538	2105.732	-537.274	-2626.561	2030.548	198.879	-2508.113	2014.881
4896	48.95000	-590.291	-2581.069	2024.130	290.881	-3279.776	2086.927	-482.208	-3347.707	2105.258	-540.357	-2620.629	2029.992	195.970	-2502.501	2014.243
4897	48.96000	-593.036	-2575.395	2022.842	287.963	-3273.724	2086.567	-485.034	-3341.886	2104.205	-543.334	-2614.713	2029.596	192.846	-2496.391	2014.100
4898	48.97000	-596.448	-2569.033	2023.326	284.840	-3267.817	2086.142	-488.381	-3335.518	2105.461	-546.578	-2608.289	2029.892	189.870	-2490.611	2012.805
4899	48.98000	-599.489	-2563.007	2022.732	281.606	-3262.024	2085.803	-491.520	-3329.502	2104.995	-549.436	-2602.441	2028.792	186.883	-2484.554	2012.028
4900	48.99000	-602.496	-2556.872	2022.246	278.657	-3255.703	2085.541	-494.390	-3323.411	2104.742	-552.425	-2596.535	2028.305	183.842	-2478.363	2011.526
4901	49.00000	-605.405	-2550.684	2021.738	275.550	-3249.465	2085.202	-497.365	-3317.257	2103.693	-555.359	-2590.434	2027.776	181.048	-2472.018	2011.719
4902	49.01000	-608.300	-2544.128	2021.187	272.728	-3243.096	2085.006	-500.397	-3310.723	2103.970	-558.277	-2583.861	2027.234	178.022	-2466.014	2010.711
4903	49.02000	-610.946	-2537.929	2019.862	269.808	-3236.687	2084.716	-503.214	-3304.370	2103.175	-561.102	-2577.479	2026.662	175.040	-2459.474	2010.246
4904	49.03000	-614.177	-2530.970	2020.045	266.617	-3230.534	2084.470	-506.566	-3297.607	2103.450	-564.096	-2570.802	2026.510	172.117	-2452.991	2009.706
4905	49.04000	-616.996	-2524.404	2019.551	263.846	-3223.834	2084.324	-509.346	-3290.985	2103.199	-566.955	-2564.211	2025.678	169.197	-2446.349	2009.126
4906	49.05000	-619.842	-2517.818	2018.753	260.969	-3217.149	2084.252	-512.266	-3284.221	2103.743	-569.895	-2557.503	2024.867	166.680	-2440.147	2007.691
4907	49.06000	-622.641	-2511.044	2018.201	258.101	-3210.277	2084.070	-520.495	-3303.502	2107.615	-572.764	-2550.549	2024.234	163.684	-2433.052	2008.004
4908	49.07000	-625.460	-2504.132	2017.501	255.302	-3203.128	2083.912	-521.975	-3289.599	2106.518	-575.444	-2543.733	2023.668	160.861	-2426.107	2007.582
4909	49.08000	-628.027	-2497.489	2016.352	252.360	-3196.302	2083.666	-524.240	-3280.851	2105.584	-578.280	-2536.617	2022.971	158.066	-2419.187	2007.335
4910	49.09000	-631.204	-2489.787	2016.628	249.650	-3189.112	2083.542	-524.582	-3260.203	2104.102	-581.171	-2529.375	2022.998	155.064	-2411.632	2007.954
4911	49.10000	-633.915	-2482.753	2016.039	246.860	-3182.064	2083.364	-525.494	-3255.780	2104.178	-583.903	-2522.528	2022.279	152.578	-2405.026	2006.496
4912	49.11000	-636.492	-2475.659	2015.312	243.918	-3175.003	2083.147	-529.899	-3246.266	2102.859	-586.640	-2515.112	2021.410	149.899	-2397.841	2005.876
4913	49.12000	-639.270	-2468.066	2014.695	241.277	-3167.651	2083.081	-532.623	-3239.336	2102.384	-589.283	-2507.597	2021.027	147.214	-2390.468	2005.265
4914	49.13000	-641.904	-2460.685	2014.205	238.603	-3161.038	2083.027	-535.569	-3232.879	2102.197	-591.848	-2500.202	2020.482	144.450	-2382.965	2004.768
4915	49.14000	-644.375	-2453.458	2012.949	236.023	-3153.360	2082.800	-537.353	-3221.284	2101.725	-594.540	-2492.818	2019.881	141.909	-2375.674	2003.989
4916	49.15000	-647.380	-2445.141	2013.809	233.340	-3145.674	2082.426	-539.523	-3213.773	2102.012	-597.507	-2484.565	2020.700	139.082	-2367.801	2003.969
4917	49.16000	-649.999	-2437.282	2012.970	230.431	-3138.235	2082.098	-542.728	-3205.092	2101.479	-599.951	-2477.158	2019.446	136.537	-2360.238	2003.697
4918	49.17000	-652.443	-2429.553	2012.529	227.915	-3130.298	2081.740	-545.432	-3197.085	2101.283	-602.377	-2469.395	2018.963	134.086	-2352.610	2003.502
4919	49.18000	-655.011	-2421.646	2012.356	225.264	-3122.392	2081.419	-548.005	-3189.288	2100.994	-604.969	-2461.290	2018.725	131.386	-2344.453	2003.409
4920	49.19000	-657.551	-2413.587	2012.035	222.734	-3114.196	2080.901	-550.657	-3180.993	2100.513	-607.638	-2453.135	2018.365	128.949	-2336.573	2002.702
4921	49.20000	-660.042	-2405.609	2011.396	220.206	-3106.244	2080.405	-552.882	-3173.429	2100.321	-610.237	-2445.065	2017.959	126.350	-2328.391	2002.322
4922	49.21000	-662.848	-2396.619	2012.692	217.370	-3098.332	2079.741	-555.490	-3165.163	2099.699	-612.550	-2437.157	2017.333	123.890	-2320.183	2001.991
4923	49.22000	-665.115	-2388.653	2011.874	214.878	-3089.887	2079.128	-558.389	-3156.306	2098.747	-615.099	-2428.444	2018.150	121.511	-2312.016	2002.040
4924	49.23000	-667.529	-2380.285	2011.625	212.313	-3081.719	2078.525	-561.071	-3147.718	2097.952	-617.495	-2420.089	2018.007	118.905	-2303.286	2002.962
4925	49.24000	-670.006	-2371.749	2011.806	209.886	-3073.115	2077.737	-563.508	-3139.431	2097.155	-620.091	-2411.341	2017.912	116.509	-2294.997	2002.607
4926	49.25000	-672.482	-2363.019	2011.983	207.489	-3064.632	2076.847	-565.946	-3131.048	2096.441	-622.596	-2402.757	2018.126	113.969	-2286.335	2002.795
4927	49.26000	-674.656	-2354.526	2011.728	204.758	-3056.352	2075.783	-567.997	-3123.155	2095.838	-624.939	-2393.990	2018.150	111.549	-2277.657	2002.820
4928	49.27000	-677.324	-2345.057	2012.817	202.425	-3047.575	2074.888	-570.555	-3114.156	2095.005	-627.311	-2384.865	2018.940	109.384	-2269.001	2002.844
4929	49.28000	-679.535	-2336.303	2012.923	199.979	-3038.823	2073.913	-573.528	-3104.239	2093.837	-629.633	-2375.905	2018.783	106.824	-2259.418	2004.606
4930	49.29000	-681.858	-2327.469	2013.064	197.593	-3029.872	2072.975	-575.894	-3095.414	2092.932	-631.918	-2367.120	2018.837	104.750	-2251.125	2003.268
4931	49.30000	-684.274	-2318.121	2013.344	195.361	-3020.910	2072.066	-578.239	-3086.605	2092.090	-634.253	-2358.169	2019.140	102.378	-2242.141	2003.675
4932	49.31000	-686.545	-2308.824	2013.646	192.832	-3012.122	2070.843	-580.643	-3077.541	2090.979	-636.652	-2348.757	2019.365	100.025	-2233.000	2004.093
4933	49.32000	-689.000	-2299.321	2014.907	190.594	-3002.970	2069.797	-582.951	-3068.469	2089.920	-638.755	-2339.573	2019.174	97.892	-2223.940	2004.465
4934	49.33000	-691.088	-2289.930	2014.618	188.206	-2993.935	2068.618	-585.361	-3059.083	2088.891	-641.076	-2329.813	2020.173	95.889	-2214.640	2004.767
4935	49.34000	-693.191	-2280.734	2014.972	185.861	-2984.860	2067.589	-587.585	-3049.864	2087.992	-643.269	-2320.605	2020.294	93.492	-2205.212	2004.893
4936	49.35000	-695.417	-2271.236	2015.461	183.677	-2975.427	2066.561	-589.779	-3040.595	2087.340	-645.506	-2311.126	2020.783	91.269	-2195.816	2005.119
4937	49.36000	-697.580	-2261.653	2015.822	181.248	-2966.071	2065.332	-591.992	-3031.217	2086.401	-647.713	-2301.602	2021.072	89.121	-2186.300	2005.352
4938	49.37000	-699.530	-2251.943	2015.839	179.186	-2956.583	2064.319	-594.272	-3021.620	2085.357	-649.882	-2291.687	2021.379	87.095	-2176.795	2005.993
4939	49.38000	-701.792	-2242.123	2016.845	176.888	-2947.213	2063.133	-596.360	-3012.387	2084.370	-652.068	-2281.657	2022.691	84.980	-2167.251	2006.236
4940	49.39000	-703.841	-2232.416	2017.047	174.578	-2937.846	2061.896	-598.734	-3002.325	2083.104	-654.017	-2272.061	2022.031	83.139	-2157.408	2007.044
4941	49.40000	-705.860	-2222.725	2017.782	172.569	-2928.008	2060.813	-600.600	-2993.314	2082.409	-656.141	-2262.163	2022.403	80.847	-2147.838	2006.928
4942	49.41000	-707.898	-2212.568	2018.345	170.406	-2918.318	2059.622	-602.525	-2983.973	2081.690	-658.108	-2252.474	2022.993	78.814	-2137.924	2007.141
4943	49.42000	-709.934	-2202.537	2018.866	168.440	-2908.334	2058.487	-605.510	-2972.193	2080.339	-660.029	-2242.610	2023.491	77.133	-2127.851	2007.881
4944	49.43000	-712.165	-2192.340	2020.345	166.368	-2898.740	2057.288	-607.553	-2962.340	2079.581	-661.778	-2232.618	2023.191	74.900	-2118.203	2007.499
4945	49.44000	-713.804	-2182.471	2019.811	164.037	-2889.197	2056.000	-609.192	-2953.068	2078.715	-663.984	-2222.102	2024.341	73.125	-2108.326	2007.696
4946	49.45000	-715.715	-2172.379	2020.505	162.133	-2879.084	2054.823	-611.337	-2942.920	2077.710	-665.994	-2211.935	2024.650	71.175	-2098.292	2008.143
4947	49.46000	-717.639	-2161.956	2021.049	160.056	-2869.155	2053.597	-613.543	-2932.518	2076.605	-667.991	-2201.535	2025.082	69.262	-2088.138	2008.670
4948	49.47000	-719.524	-2151.681	2021.716	158.195	-2858.858	2052.335	-615.605	-2922.161	2075.514	-669.885	-2191.243	2025.717	67.362	-2077.998	2009.156
4949	49.48000	-721.308	-2141.379	2022.516	156.352	-2848.883	2051.097	-617.476	-2912.186	2074.662	-671.650	-2180.858	2026.332	65.470	-2067.718	2009.610
4950	49.49000	-723.076	-2131.037	2023.211	154.206	-2839.033	2049.709	-619.249	-2902.029	2073.715	-673.903	-2169.600	2027.822	63.818	-2057.602	2009.881
4951	49.50000	-724.769	-2120.779	2023.754	152.458	-2828.763	2048.479	-621.024	-2891.990	2072.822	-675.328	-2159.690	2027.161	62.062	-2047.325	2009.999
4952	49.51000	-726.572	-2110.126	2024.175	150.543	-2818.678	2047.213	-622.965	-2881.376	2071.965	-676.992	-2149.655	2027.609	60.391	-2036.960	2010.351
4953	49.52000	-728.258	-2099.680	2024.818	148.754	-2808.159	2046.042	-624.964	-2870.801	2070.691	-678.600	-2139.514	2028.244	58.727	-2026.603	2010.971
4954	49.53000	-729.912	-2089.096	2025.499	147.080	-2797.778	2045.002	-626.819	-2860.335	2069.469	-680.245	-2128.982	2028.846	56.975	-2016.102	2011.868
4955	49.54000	-731.434	-2078.535	2026.089	145.193	-2787.638	2043.913	-628.650	-2849.761	2067.946	-681.817	-2118.112	2029.200	55.469	-2005.820	2012.887
4956	49.55000	-733.772	-2067.801	2028.490	143.571	-2777.114	2042.750	-630.429	-2839.263	2066.381	-683.458	-2107.270	2029.648	53.955	-1995.410	2013.957
4957	49.56000	-734.575	-2057.344	2027.230	141.769	-2766.917	2041.486	-632.202	-2828.611	2064.608	-685.181	-2096.465	2030.151	52.645	-1984.820	2015.357
4958	49.57000	-736.233	-2046.610	2027.670	140.045	-2756.536	2040.310	-633.925	-2817.963	2062.666	-686.640	-2086.448	2030.478	50.880	-1974.317	2016.116
4959	49.58000	-737.691	-2036.046	2028.284	138.554	-2746.017	2039.224	-635.745	-2807.212	2060.771	-688.123	-2075.963	2031.032	49.425	-1963.748	2017.374
4960	49.59000	-739.118	-2025.264	2028.818	136.833	-2735.600	2038.137	-637.336	-2796.655	2058.819	-689.558	-2065.072	2031.456	48.060	-1953.274	2018.936
4961	49.60000	-740.556	-2014.318	2029.332	135.345	-2724.855	2037.009	-638.939	-2786.075	2056.589	-690.960	-2054.014	2031.908	46.684	-1942.595	2020.645
4962	49.61000	-741.905	-2003.692	2029.923	133.727	-2714.612	2035.930	-640.679	-2775.360	2054.350	-692.375	-2043.314	2032.413	45.228	-1932.074	2022.453
4963	49.62000	-743.304	-1993.097	2030.387	132.060	-2704.151	2034.572	-642.191	-2764.761	2052.056	-694.162	-2032.582	2033.738	43.896	-1921.568	2024.204
4964	49.63000	-744.674	-1982.311	2031.087	130.706	-2693.498	2033.512	-643.798	-2754.079	2049.898	-695.193	-2022.244	2033.386	42.543	-1910.891	2025.837
4965	49.64000	-745.983	-1971.530	2031.836	129.130	-2682.959	2032.271	-645.300	-2743.406	2047.833	-696.469	-2011.541	2033.933	41.262	-1900.350	2027.362
4966	49.65000	-747.275	-1960.697	2032.313	127.832	-2672.431	2031.149	-646.796	-2732.628	2045.983	-697.782	-2000.370	2034.372	40.045	-1889.775	2028.698
4967	49.66000	-748.580	-1949.784	2033.002	126.381	-2661.706	2029.922	-648.383	-2721.751	2044.118	-699.070	-1989.438	2034.827	38.754	-1879.099	2029.788
4968	49.67000	-749.945	-1938.933	2034.245	125.013	-2652.258	2029.020	-649.799	-2711.199	2042.186	-700.309	-1978.748	2035.037	37.538	-1868.639	2031.203
4969	49.68000	-751.085	-1928.451	2033.842	123.655	-2641.710	2027.874	-651.149	-2700.570	2040.279	-701.567	-1968.573	2035.596	36.337	-1858.118	2032.446
4970	49.69000	-752.305	-1917.548	2034.317	122.179	-2631.238	2026.768	-652.504	-2690.089	2038.566	-702.807	-1957.902	2036.086	35.107	-1847.695	2033.773
4971	49.70000	-753.512	-1906.706	2034.715	120.914	-2620.694	2025.761	-654.024	-2679.205	2036.778	-703.967	-1947.171	2036.292	33.921	-1837.242	2034.836
4972	49.71000	-754.778	-1895.878	2035.120	119.683	-2610.055	2024.796	-655.082	-2669.348	2035.721	-705.005	-1936.497	2036.636	32.825	-1826.801	2035.744
4973	49.72000	-755.935	-1884.958	2035.551	118.213	-2599.893	2023.698	-656.362	-2658.734	2034.446	-706.194	-1925.739	2037.031	31.662	-1816.286	2036.403
4974	49.73000	-757.019	-1874.409	2035.748	117.059	-2589.430	2022.704	-657.619	-2648.138	2033.097	-707.339	-1915.240	2037.225	30.661	-1805.795	2037.157
4975	49.74000	-758.144	-1864.120	2036.001	115.638	-2579.108	2021.662	-658.894	-2637.666	2031.787	-708.507	-1904.805	2037.354	29.644	-1795.398	2037.768
4976	49.75000	-759.279	-1853.170	2035.925	114.321	-2568.823	2020.755	-660.167	-2627.178	2030.436	-709.519	-1894.523	2037.467	28.386	-1785.180	2038.007
4977	49.76000	-760.419	-1842.700	2036.199	113.287	-2558.268	2019.977	-661.488	-2616.725	2029.180	-710.655	-1883.763	2037.644	27.345	-1774.887	2038.734
4978	49.77000	-761.463	-1832.521	2036.488	111.928	-2548.087	2019.125	-662.711	-2606.224	2027.895	-711.611	-1873.149	2037.687	26.334	-1764.658	2039.352
4979	49.78000	-762.523	-1821.516	2036.613	110.864	-2537.705	2018.272	-663.935	-2595.776	2026.737	-712.662	-1862.813	2037.845	25.405	-1754.491	2039.755
4980	49.79000	-763.602	-1810.994	2036.610	109.706	-2527.558	2017.296	-665.101	-2585.403	2025.808	-713.673	-1852.511	2037.943	24.341	-1744.198	2040.005
4981	49.80000	-764.614	-1800.735	2036.628	108.385	-2517.658	2016.321	-666.217	-2575.024	2024.922	-714.771	-1842.259	2037.849	23.401	-1734.021	2039.898
4982	49.81000	-765.577	-1790.387	2036.631	107.314	-2507.434	2015.578	-667.408	-2564.625	2024.013	-715.761	-1831.978	2037.811	22.380	-1723.848	2039.970
4983	49.82000	-766.560	-1780.176	2036.493	106.061	-2497.403	2014.866	-668.545	-2554.388	2023.138	-716.728	-1821.631	2037.721	21.371	-1713.710	2040.032
4984	49.83000	-767.359	-1770.293	2035.988	105.059	-2487.132	2014.171	-669.634	-2544.266	2022.199	-717.598	-1811.283	2037.700	20.617	-1703.826	2040.280
4985	49.84000	-768.447	-1759.408	2036.395	104.052	-2477.013	2013.427	-670.764	-2534.137	2021.465	-718.531	-1801.180	2037.564	19.594	-1693.715	2040.393
4986	49.85000	-769.268	-1749.472	2036.331	102.786	-2467.336	2012.540	-671.872	-2523.935	2020.510	-719.375	-1791.098	2037.338	18.776	-1683.923	2040.310
4987	49.86000	-770.115	-1739.558	2036.255	101.811	-2457.249	2011.747	-672.908	-2513.824	2019.762	-720.341	-1781.055	2037.230	17.886	-1673.989	2040.129
4988	49.87000	-771.010	-1729.503	2036.122	100.647	-2447.491	2010.973	-674.061	-2503.705	2019.297	-721.261	-1771.056	2037.116	16.942	-1663.965	2039.770
4989	49.88000	-771.847	-1719.458	2036.001	99.668	-2437.532	2010.323	-675.015	-2493.661	2018.721	-722.120	-1761.120	2036.818	16.172	-1654.126	2039.297
4990	49.89000	-771.962	-1710.959	2035.490	98.846	-2427.707	2009.808	-676.052	-2483.716	2018.378	-722.902	-1750.957	2036.688	15.362	-1644.274	2038.891
4991	49.90000	-773.008	-1700.841	2035.740	97.708	-2418.094	2009.054	-677.024	-2473.755	2017.802	-723.769	-1740.883	2036.344	14.603	-1634.626	2038.526
4992	49.91000	-773.786	-1691.039	2035.415	96.808	-2408.236	2008.418	-677.936	-2464.085	2017.259	-724.609	-1730.865	2035.971	13.807	-1624.929	2038.229
4993	49.92000	-774.537	-1681.309	2035.122	95.809	-2398.623	2007.656	-679.030	-2454.170	2016.648	-725.451	-1721.238	2035.633	12.961	-1615.244	2037.753
4994	49.93000	-775.353	-1671.504	2034.717	94.860	-2389.201	2006.952	-679.849	-2444.527	2016.211	-726.345	-1711.295	2035.235	12.123	-1605.579	2037.334
4995	49.94000	-776.177	-1661.734	2034.456	94.031	-2379.454	2006.396	-680.775	-2434.765	2015.954	-727.115	-1701.482	2034.963	11.413	-1595.959	2036.611
4996	49.95000	-776.745	-1652.201	2034.012	93.105	-2370.085	2005.795	-681.635	-2425.038	2015.623	-727.751	-1691.895	2034.473	10.812	-1586.432	2035.825
4997	49.96000	-777.526	-1642.450	2033.796	92.367	-2360.442	2005.292	-682.472	-2415.414	2015.365	-728.105	-1683.310	2034.377	10.032	-1576.883	2035.091
4998	49.97000	-778.176	-1632.956	2033.315	91.516	-2350.902	2004.715	-683.463	-2405.654	2015.098	-728.844	-1673.565	2033.933	9.352	-1567.447	2034.297
4999	49.98000	-778.893	-1623.463	2032.801	90.522	-2341.781	2004.154	-684.242	-2396.226	2014.771	-729.579	-1664.255	2033.331	8.654	-1557.958	2033.620
5000	49.99000	-779.574	-1613.830	2032.335	89.834	-2332.403	2003.753	-685.091	-2386.664	2014.406	-730.303	-1654.837	2032.903	7.921	-1548.650	2032.977
5001	50.00000	-780.232	-1604.451	2031.886	88.983	-2323.155	2003.195	-685.812	-2377.317	2014.129	-730.834	-1645.546	2032.468	7.449	-1539.446	2032.349
5002	50.01000	-780.825	-1594.866	2031.419	88.279	-2313.610	2002.582	-686.565	-2367.843	2013.930	-731.414	-1635.910	2031.990	6.889	-1530.040	2031.733
5003	50.02000	-781.469	-1585.448	2030.982	87.705	-2304.336	2002.102	-687.344	-2358.435	2013.818	-731.975	-1626.637	2031.623	6.210	-1520.847	2030.583
5004	50.03000	-781.999	-1576.106	2030.442	86.832	-2295.472	2001.543	-688.022	-2349.099	2013.713	-732.651	-1617.061	2031.068	5.612	-1511.559	2029.589
5005	50.04000	-782.655	-1566.634	2029.658	86.202	-2286.271	2001.049	-688.727	-2339.826	2013.573	-733.658	-1606.528	2030.014	5.045	-1502.380	2028.616
5006	50.05000	-783.146	-1557.510	2029.018	85.456	-2277.310	2000.592	-689.389	-2330.655	2013.406	-733.855	-1598.238	2030.155	4.614	-1493.291	2027.658
5007	50.06000	-783.572	-1548.413	2028.413	84.749	-2268.208	2000.138	-689.956	-2321.413	2013.146	-734.397	-1589.155	2029.047	4.176	-1484.239	2026.861
5008	50.07000	-784.086	-1539.097	2027.917	84.387	-2259.044	1999.835	-690.561	-2312.451	2012.968	-734.744	-1580.211	2028.567	3.684	-1475.262	2026.149
5009	50.08000	-784.535	-1529.926	2027.392	83.637	-2250.078	1999.255	-691.175	-2303.227	2012.783	-735.253	-1570.923	2027.948	3.130	-1466.157	2025.282
5010	50.09000	-785.030	-1520.583	2026.786	83.250	-2240.988	1998.807	-691.842	-2293.959	2012.697	-735.650	-1561.717	2027.599	2.737	-1457.162	2024.258
5011	50.10000	-785.446	-1511.585	2026.184	82.657	-2232.148	1998.291	-692.404	-2284.973	2012.671	-736.124	-1552.657	2027.099	2.413	-1448.096	2023.394
5012	50.11000	-785.776	-1502.773	2025.479	81.999	-2223.536	1997.764	-692.822	-2275.981	2012.589	-736.530	-1543.697	2026.315	2.168	-1439.211	2022.387
5013	50.12000	-786.084	-1493.867	2024.820	81.601	-2214.532	1997.446	-693.325	-2266.992	2012.421	-736.930	-1534.812	2025.630	1.713	-1430.515	2021.101
5014	50.13000	-786.423	-1484.640	2024.001	81.085	-2205.789	1997.045	-693.759	-2258.117	2012.253	-737.147	-1525.695	2024.912	1.296	-1421.567	2020.172
5015	50.14000	-786.735	-1475.649	2023.238	80.789	-2196.826	1996.724	-694.210	-2249.119	2011.897	-737.480	-1516.609	2024.198	1.097	-1412.680	2019.500
5016	50.15000	-787.041	-1466.670	2022.572	80.403	-2188.026	1996.312	-694.786	-2240.036	2011.615	-737.687	-1507.793	2023.557	0.679	-1404.005	2018.578
5017	50.16000	-787.261	-1457.928	2021.970	79.836	-2179.674	1995.819	-695.073	-2231.301	2011.501	-738.039	-1499.029	2022.873	0.730	-1395.324	2017.970
5018	50.17000	-787.631	-1448.987	2021.300	79.549	-2170.926	1995.500	-695.417	-2222.532	2011.387	-738.345	-1490.129	2022.339	0.394	-1386.706	2016.708
5019	50.18000	-787.783	-1440.197	2020.655	79.187	-2162.442	1995.075	-695.621	-2213.977	2011.333	-738.512	-1481.326	2021.671	0.196	-1377.781	2015.864
5020	50.19000	-787.893	-1431.545	2020.008	78.946	-2153.523	1994.739	-695.868	-2205.237	2011.331	-738.716	-1472.558	2020.814	-0.053	-1369.196	2014.619
5021	50.20000	-787.952	-1422.911	2019.319	78.770	-2144.816	1994.494	-696.275	-2196.302	2011.132	-738.771	-1463.679	2020.250	-0.117	-1360.535	2014.054
5022	50.21000	-788.141	-1414.050	2018.589	78.322	-2136.510	1994.048	-696.434	-2187.691	2010.820	-738.939	-1454.891	2019.403	-0.209	-1351.993	2013.269
5023	50.22000	-788.391	-1405.109	2018.458	78.197	-2127.865	1993.656	-696.747	-2178.960	2010.442	-739.007	-1446.305	2018.746	-0.109	-1343.478	2012.465
5024	50.23000	-788.337	-1396.772	2016.971	78.038	-2119.512	1993.190	-696.823	-2170.563	2010.189	-739.134	-1437.766	2018.148	-0.353	-1334.887	2011.716
5025	50.24000	-788.372	-1388.038	2016.370	77.844	-2110.915	1992.705	-696.926	-2161.940	2009.791	-739.200	-1429.004	2017.309	-0.382	-1326.396	2010.925
5026	50.25000	-788.386	-1379.381	2015.774	77.824	-2102.201	1992.318	-697.129	-2153.294	2009.671	-739.231	-1420.263	2016.637	-0.498	-1317.936	2009.753
5027	50.26000	-788.321	-1370.873	2015.046	77.622	-2094.049	1991.910	-697.352	-2144.455	2009.396	-739.141	-1411.756	2015.982	-0.307	-1309.442	2008.908
5028	50.27000	-788.259	-1362.333	2014.348	77.619	-2085.591	1991.564	-697.373	-2135.870	2009.173	-739.053	-1403.173	2015.327	-0.117	-1301.089	2007.953
5029	50.28000	-788.205	-1353.906	2013.569	77.521	-2077.229	1991.215	-697.417	-2127.419	2008.847	-738.735	-1394.395	2014.814	-0.229	-1292.569	2007.332
5030	50.29000	-788.089	-1345.196	2012.691	77.428	-2069.060	1990.832	-697.388	-2119.053	2008.279	-739.083	-1386.157	2013.864	-0.130	-1284.260	2006.449
5031	50.30000	-787.987	-1336.787	2011.968	77.569	-2060.480	1990.451	-697.347	-2110.682	2007.920	-738.888	-1377.693	2013.142	0.032	-1275.810	2006.106
5032	50.31000	-787.798	-1328.094	2011.208	77.516	-2052.230	1989.933	-697.327	-2102.143	2007.484	-738.674	-1369.173	2012.386	0.198	-1267.518	2005.331
5033	50.32000	-787.600	-1319.716	2010.674	77.747	-2043.606	1989.534	-697.271	-2093.747	2007.219	-738.440	-1360.623	2011.710	0.489	-1259.291	2004.358
